pais,id_cliente,fecha_pedido,fecha_llegada,tipo_compra,numero_pedido,tamano_paquete,unidades,costo_empacado,costo_envio,tipo_descuento,categoria,tipo_consumo,tipo_cliente,costo_producto
Colombia,741101105,2012-07-02,2016-10-14,Normal,98076367,Paquete pequeño,2,1.0,5.86,Cyber Monday,BlueRay,Alto Consumo,B2B,6.86
Colombia,841860903,2005-02-05,2005-02-26,Normal,98087470,Paquete pequeño,3,1.0,5.84,Sin descuento,BlueRay,Alto Consumo,B2B,6.84
Colombia,841860903,2010-09-21,2010-10-10,Normal,98079408,Paquete pequeño,3,1.0,5.99,Cyber Monday,BlueRay,Alto Consumo,B2B,6.99
Ecuador,140565407,2015-04-24,2015-05-05,Normal,98070935,Paquete pequeño,2,2.0,5.12,Sin descuento,BlueRay,Alto Consumo,B2C,7.12
Ecuador,150909215,2004-02-23,2004-03-09,Normal,98088714,Paquete pequeño,1,1.0,4.45,Sin descuento,BlueRay,Alto Consumo,B2B,5.45
Ecuador,181452465,2007-12-01,2007-12-16,Normal,98083682,Paquete pequeño,3,2.0,4.14,Black Friday,BlueRay,Alto Consumo,B2C,6.14
Ecuador,197732829,2010-08-15,2010-09-01,Normal,98079584,Paquete pequeño,2,3.0,5.22,Cyber Monday,BlueRay,Alto Consumo,B2C,8.219999999999999
Ecuador,216955161,2009-10-01,2009-10-14,Devolución,98081116,Paquete pequeño,3,1.0,4.65,Sin descuento,BlueRay,Alto Consumo,B2C,5.65
Ecuador,233460961,2003-12-11,2003-12-28,Normal,98088989,Paquete pequeño,3,1.0,5.65,Fecha especial,BlueRay,Alto Consumo,B2B,6.65
Ecuador,288269706,2001-06-26,2001-07-11,Normal,98092259,Paquete pequeño,3,3.0,6.36,Sin descuento,BlueRay,Alto Consumo,B2B,9.36
Ecuador,295769990,2012-06-03,2012-06-16,Normal,98076507,Paquete pequeño,3,2.0,6.45,Cyber Monday,BlueRay,Alto Consumo,B2B,8.45
Ecuador,360318072,2002-04-08,2002-04-19,Normal,98091207,Paquete pequeño,1,2.0,6.58,Sin descuento,BlueRay,Alto Consumo,B2C,8.58
Ecuador,379587534,2015-01-28,2015-02-12,Devolución,98071509,Paquete pequeño,2,3.0,5.22,Sin descuento,BlueRay,Alto Consumo,B2C,8.219999999999999
Ecuador,391506118,2007-01-01,2007-01-23,Normal,98084924,Paquete pequeño,2,3.0,5.0,Liquidación,BlueRay,Alto Consumo,B2C,8.0
Ecuador,391506118,2010-06-18,2010-07-04,Normal,98079865,Paquete pequeño,3,3.0,3.84,Cyber Monday,BlueRay,Alto Consumo,B2C,6.84
Ecuador,391506118,2015-02-05,2015-02-16,Normal,98071450,Paquete pequeño,1,2.0,3.58,Sin descuento,BlueRay,Alto Consumo,B2C,5.58
Ecuador,481472777,2009-07-13,2009-08-01,Normal,98081501,Paquete pequeño,1,1.0,3.58,Sin descuento,BlueRay,Alto Consumo,B2C,4.58
Ecuador,491474500,2005-04-11,2005-04-26,Normal,98087229,Paquete pequeño,1,1.0,3.22,Sin descuento,BlueRay,Alto Consumo,B2B,4.220000000000001
Ecuador,491474500,2006-05-27,2006-06-18,Normal,98085753,Paquete pequeño,2,2.0,6.84,Sin descuento,BlueRay,Alto Consumo,B2B,8.84
Ecuador,491474500,2011-07-25,2011-08-16,Devolución,98077954,Paquete pequeño,1,1.0,4.84,Liquidación,BlueRay,Alto Consumo,B2B,5.84
Ecuador,512817841,2002-12-26,2003-01-09,Normal,98090289,Paquete pequeño,1,1.0,6.9,Liquidación,BlueRay,Alto Consumo,B2C,7.9
Ecuador,548390931,2010-04-15,2010-04-29,Normal,98080163,Paquete pequeño,2,2.0,3.0,Sin descuento,BlueRay,Alto Consumo,B2B,5.0
Ecuador,596465578,2013-01-06,2013-01-23,Devolución,98075442,Paquete pequeño,2,1.0,5.68,Black Friday,BlueRay,Alto Consumo,B2C,6.68
Ecuador,614786757,2012-08-05,2016-10-25,Normal,98076209,Paquete pequeño,1,2.0,6.14,Cyber Monday,BlueRay,Alto Consumo,B2C,8.14
Ecuador,645012493,2006-09-03,2006-09-21,Devolución,98085375,Paquete pequeño,1,1.0,3.12,Sin descuento,BlueRay,Alto Consumo,B2C,4.12
Ecuador,675665654,2006-01-11,2006-01-31,Devolución,98086233,Paquete pequeño,1,1.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2B,6.0
Ecuador,695360223,2014-06-25,2014-07-05,Normal,98072768,Paquete pequeño,1,1.0,3.75,Sin descuento,BlueRay,Alto Consumo,B2C,4.75
Ecuador,733376144,2003-05-28,2003-06-17,Normal,98089721,Paquete pequeño,1,3.0,5.12,Sin descuento,BlueRay,Alto Consumo,B2B,8.120000000000001
Ecuador,741101105,2009-09-02,2009-09-16,Normal,98081263,Paquete pequeño,2,1.0,4.12,Sin descuento,BlueRay,Alto Consumo,B2B,5.12
Paraguay,139149235,2012-01-23,2016-09-13,Normal,98077125,Paquete pequeño,3,1.0,3.14,Liquidación,BlueRay,Alto Consumo,B2C,4.140000000000001
Paraguay,162383747,2008-09-17,2008-10-09,Devolución,98082632,Paquete pequeño,3,1.0,5.88,Sin descuento,BlueRay,Alto Consumo,B2C,6.88
Paraguay,193156145,2011-01-12,2011-01-27,Normal,98078905,Paquete pequeño,2,1.0,6.58,Black Friday,BlueRay,Alto Consumo,B2C,7.58
Paraguay,194398828,2000-01-25,2000-02-06,Normal,98094119,Paquete pequeño,1,2.0,6.73,Black Friday,BlueRay,Alto Consumo,B2B,8.73
Paraguay,217065938,2015-07-07,2015-07-26,Normal,98070436,Paquete pequeño,3,2.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2C,7.0
Paraguay,217563390,2005-02-28,2005-03-18,Normal,98087382,Paquete pequeño,1,2.0,4.0,Fecha especial,BlueRay,Alto Consumo,B2C,6.0
Paraguay,229898861,2000-04-11,2000-04-22,Normal,98093849,Paquete pequeño,3,1.0,3.33,Sin descuento,BlueRay,Alto Consumo,B2C,4.33
Paraguay,238517106,2008-10-09,2008-10-28,Normal,98082552,Paquete pequeño,3,2.0,6.58,Liquidación,BlueRay,Alto Consumo,B2B,8.58
Paraguay,270034059,2014-10-06,2017-05-29,Normal,98072182,Paquete pequeño,2,1.0,4.55,Liquidación,BlueRay,Alto Consumo,B2C,5.55
Paraguay,275323921,2011-12-12,2012-01-02,Devolución,98077317,Paquete pequeño,2,3.0,6.73,Cyber Monday,BlueRay,Alto Consumo,B2C,9.73
Paraguay,277084893,2002-10-22,2002-11-10,Normal,98090499,Paquete pequeño,1,2.0,3.55,Cyber Monday,BlueRay,Alto Consumo,B2B,5.55
Paraguay,293195079,2004-03-28,2004-04-11,Normal,98088578,Paquete pequeño,3,3.0,3.86,Sin descuento,BlueRay,Alto Consumo,B2B,6.859999999999999
Paraguay,308322096,2001-07-04,2001-07-26,Normal,98092231,Paquete pequeño,3,2.0,5.99,Sin descuento,BlueRay,Alto Consumo,B2C,7.99
Paraguay,369207282,2000-03-20,2000-04-06,Normal,98093915,Paquete pequeño,2,2.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2C,8.61
Paraguay,369531322,2012-12-16,2012-12-25,Normal,98075563,Paquete pequeño,1,2.0,4.61,Black Friday,BlueRay,Alto Consumo,B2B,6.61
Paraguay,379587534,2006-03-24,2006-04-13,Normal,98085987,Paquete pequeño,2,2.0,5.14,Sin descuento,BlueRay,Alto Consumo,B2C,7.14
Paraguay,404435455,2010-01-07,2010-01-17,Normal,98080662,Paquete pequeño,3,2.0,5.58,Black Friday,BlueRay,Alto Consumo,B2C,7.58
Paraguay,411774575,2002-07-13,2002-07-27,Normal,98090864,Paquete pequeño,2,1.0,3.1,Sin descuento,BlueRay,Alto Consumo,B2B,4.1
Paraguay,458554212,2006-09-10,2006-09-27,Normal,98085351,Paquete pequeño,1,3.0,4.0,Sin descuento,BlueRay,Alto Consumo,B2C,7.0
Paraguay,477490358,2013-07-13,2013-07-28,Normal,98074541,Paquete pequeño,1,3.0,5.33,Cyber Monday,BlueRay,Alto Consumo,B2B,8.33
Paraguay,510773995,2012-07-18,2012-07-28,Normal,98076288,Paquete pequeño,2,1.0,5.86,Sin descuento,BlueRay,Alto Consumo,B2C,6.86
Paraguay,512817841,2013-06-14,2013-06-25,Normal,98074669,Paquete pequeño,3,1.0,6.12,Sin descuento,BlueRay,Alto Consumo,B2C,7.12
Paraguay,535619292,2010-11-17,2010-12-03,Normal,98079141,Paquete pequeño,2,2.0,6.99,Sin descuento,BlueRay,Alto Consumo,B2B,8.99
Paraguay,550048793,2015-11-02,2015-11-18,Normal,98069652,Paquete pequeño,2,3.0,5.65,Sin descuento,BlueRay,Alto Consumo,B2C,8.65
Paraguay,555364119,2010-12-11,2016-05-27,Normal,98079047,Paquete pequeño,2,2.0,3.84,Cyber Monday,BlueRay,Alto Consumo,B2C,5.84
Paraguay,567281373,2013-02-07,2013-02-16,Normal,98075288,Paquete pequeño,1,1.0,4.36,Sin descuento,BlueRay,Alto Consumo,B2C,5.36
Paraguay,568383385,2014-01-22,2014-02-10,Normal,98073609,Paquete pequeño,3,2.0,4.25,Fecha especial,BlueRay,Alto Consumo,B2C,6.25
Paraguay,568892827,2004-03-14,2004-03-28,Normal,98088635,Paquete pequeño,1,2.0,4.14,Cyber Monday,BlueRay,Alto Consumo,B2B,6.14
Paraguay,605633342,2001-03-02,2001-03-14,Devolución,98092684,Paquete pequeño,1,1.0,5.65,Black Friday,BlueRay,Alto Consumo,B2B,6.65
Paraguay,605633342,2011-10-26,2016-08-18,Devolución,98077525,Paquete pequeño,2,3.0,4.84,Cyber Monday,BlueRay,Alto Consumo,B2B,7.84
Paraguay,605633342,2014-02-19,2017-04-03,Normal,98073456,Paquete pequeño,3,1.0,5.68,Black Friday,BlueRay,Alto Consumo,B2B,6.68
Paraguay,618976416,2015-06-18,2015-07-08,Normal,98070552,Paquete pequeño,2,2.0,6.22,Sin descuento,BlueRay,Alto Consumo,B2B,8.219999999999999
Paraguay,677383648,2006-01-18,2006-02-07,Normal,98086208,Paquete pequeño,3,3.0,4.1,Sin descuento,BlueRay,Alto Consumo,B2C,7.1
Paraguay,684389929,2004-12-12,2004-12-25,Devolución,98087672,Paquete pequeño,2,3.0,4.58,Cyber Monday,BlueRay,Alto Consumo,B2C,7.58
Paraguay,702980227,2004-02-11,2004-03-01,Normal,98088764,Paquete pequeño,2,3.0,4.9,Sin descuento,BlueRay,Alto Consumo,B2C,7.9
Paraguay,720326971,2012-10-13,2012-10-30,Normal,98075868,Paquete pequeño,2,3.0,5.75,Sin descuento,BlueRay,Alto Consumo,B2C,8.75
Paraguay,733376144,2003-12-25,2004-01-16,Devolución,98088938,Paquete pequeño,3,2.0,5.1,Fecha especial,BlueRay,Alto Consumo,B2B,7.1
Paraguay,751863869,2000-03-22,2000-04-03,Normal,98093913,Paquete pequeño,1,3.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2C,8.0
Paraguay,761266512,2012-05-12,2012-05-31,Normal,98076614,Paquete pequeño,2,1.0,4.75,Cyber Monday,BlueRay,Alto Consumo,B2C,5.75
Paraguay,781084228,2009-03-25,2009-04-10,Normal,98081904,Paquete pequeño,3,2.0,6.1,Black Friday,BlueRay,Alto Consumo,B2C,8.1
Paraguay,794332386,2004-11-17,2004-12-01,Normal,98087766,Paquete pequeño,2,1.0,3.99,Sin descuento,BlueRay,Alto Consumo,B2C,4.99
Paraguay,838168914,2006-08-15,2006-08-26,Normal,98085452,Paquete pequeño,3,2.0,3.36,Sin descuento,BlueRay,Alto Consumo,B2C,5.359999999999999
Perú,126466824,2000-01-04,2000-01-22,Normal,98094190,Paquete pequeño,3,2.0,4.99,Black Friday,BlueRay,Alto Consumo,B2C,6.99
Perú,162737049,2004-02-19,2004-03-01,Normal,98088720,Paquete pequeño,3,1.0,5.99,Sin descuento,BlueRay,Alto Consumo,B2C,6.99
Perú,181452465,2015-09-17,2015-09-30,Normal,98069971,Paquete pequeño,1,1.0,5.55,Sin descuento,BlueRay,Alto Consumo,B2C,6.55
Perú,197732829,2011-10-01,2011-10-11,Normal,98077637,Paquete pequeño,3,1.0,5.89,Black Friday,BlueRay,Alto Consumo,B2C,6.89
Perú,200704420,2006-05-06,2006-05-18,Normal,98085832,Paquete pequeño,3,3.0,6.14,Sin descuento,BlueRay,Alto Consumo,B2B,9.14
Perú,216955161,2002-04-29,2002-05-13,Normal,98091126,Paquete pequeño,2,2.0,4.99,Sin descuento,BlueRay,Alto Consumo,B2C,6.99
Perú,225237308,2014-01-04,2017-03-11,Normal,98073710,Paquete pequeño,1,1.0,5.36,Sin descuento,BlueRay,Alto Consumo,B2C,6.36
Perú,238517106,2012-09-04,2016-11-06,Normal,98076068,Paquete pequeño,1,2.0,3.61,Cyber Monday,BlueRay,Alto Consumo,B2B,5.609999999999999
Perú,308322096,2006-06-11,2006-06-25,Normal,98085690,Paquete pequeño,3,1.0,5.99,Sin descuento,BlueRay,Alto Consumo,B2C,6.99
Perú,309017972,2013-12-29,2014-01-09,Devolución,98073738,Paquete pequeño,2,3.0,4.99,Black Friday,BlueRay,Alto Consumo,B2C,7.99
Perú,323336792,2010-09-11,2010-09-29,Normal,98079453,Paquete pequeño,1,2.0,3.61,Cyber Monday,BlueRay,Alto Consumo,B2C,5.609999999999999
Perú,331154749,2011-12-06,2011-12-29,Normal,98077343,Paquete pequeño,1,1.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2B,7.61
Perú,347508755,2010-01-30,2010-02-17,Normal,98080557,Paquete pequeño,2,1.0,5.88,Fecha especial,BlueRay,Alto Consumo,B2B,6.88
Perú,379587534,2007-03-01,2007-03-12,Devolución,98084669,Paquete pequeño,3,3.0,4.45,Sin descuento,BlueRay,Alto Consumo,B2C,7.45
Perú,379587534,2012-03-03,2012-03-21,Devolución,98076934,Paquete pequeño,1,3.0,6.61,Liquidación,BlueRay,Alto Consumo,B2C,9.61
Perú,453512131,2015-05-18,2017-11-05,Normal,98070778,Paquete pequeño,2,2.0,4.65,Sin descuento,BlueRay,Alto Consumo,B2B,6.65
Perú,454188032,2012-08-01,2012-08-15,Normal,98076226,Paquete pequeño,2,3.0,5.84,Sin descuento,BlueRay,Alto Consumo,B2C,8.84
Perú,465556184,2014-08-16,2014-08-27,Normal,98072444,Paquete pequeño,3,2.0,5.86,Sin descuento,BlueRay,Alto Consumo,B2C,7.86
Perú,471492301,2002-11-14,2002-11-24,Normal,98090424,Paquete pequeño,1,3.0,3.61,Liquidación,BlueRay,Alto Consumo,B2C,6.609999999999999
Perú,549059705,2011-05-24,2011-06-09,Normal,98078266,Paquete pequeño,2,3.0,5.36,Sin descuento,BlueRay,Alto Consumo,B2B,8.36
Perú,549059705,2014-10-15,2018-07-05,Normal,98072130,Paquete pequeño,2,2.0,5.0,Cyber Monday,BlueRay,Alto Consumo,B2B,7.0
Perú,549442190,2005-10-29,2005-11-10,Normal,98086506,Paquete pequeño,1,1.0,5.33,Sin descuento,BlueRay,Alto Consumo,B2C,6.33
Perú,551050943,2001-03-02,2001-03-22,Normal,98092679,Paquete pequeño,3,3.0,5.86,Cyber Monday,BlueRay,Alto Consumo,B2B,8.86
Perú,568892827,2000-12-25,2001-01-13,Normal,98092922,Paquete pequeño,3,1.0,6.84,Fecha especial,BlueRay,Alto Consumo,B2B,7.84
Perú,579052388,2009-02-02,2009-02-13,Normal,98082102,Paquete pequeño,2,3.0,6.45,Cyber Monday,BlueRay,Alto Consumo,B2B,9.45
Perú,596188269,2009-05-07,2009-05-23,Normal,98081733,Paquete pequeño,1,1.0,4.2,Cyber Monday,BlueRay,Alto Consumo,B2B,5.2
Perú,598384221,2005-06-12,2005-07-04,Devolución,98087010,Paquete pequeño,2,3.0,6.12,Sin descuento,BlueRay,Alto Consumo,B2B,9.12
Perú,602784752,2015-02-18,2018-01-12,Devolución,98071376,Paquete pequeño,1,2.0,4.65,Sin descuento,BlueRay,Alto Consumo,B2C,6.65
Perú,614794767,2006-07-16,2006-08-05,Normal,98085572,Paquete pequeño,3,3.0,5.9,Sin descuento,BlueRay,Alto Consumo,B2C,8.9
Perú,664948076,2010-11-09,2016-05-07,Devolución,98079191,Paquete pequeño,3,3.0,3.88,Cyber Monday,BlueRay,Alto Consumo,B2C,6.88
Perú,675665654,2008-07-01,2008-07-18,Devolución,98082918,Paquete pequeño,3,1.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2B,7.55
Perú,705211779,2011-11-16,2016-08-17,Normal,98077431,Paquete pequeño,3,2.0,5.55,Sin descuento,BlueRay,Alto Consumo,B2C,7.55
Perú,777301763,2006-05-05,2006-05-26,Normal,98085826,Paquete pequeño,2,3.0,3.86,Sin descuento,BlueRay,Alto Consumo,B2B,6.859999999999999
Perú,792787007,2013-08-18,2017-01-29,Normal,98074360,Paquete pequeño,3,2.0,6.61,Sin descuento,BlueRay,Alto Consumo,B2B,8.61
Perú,794332386,2008-09-12,2008-10-03,Devolución,98082656,Paquete pequeño,2,3.0,4.61,Sin descuento,BlueRay,Alto Consumo,B2C,7.61
Perú,794504735,2000-11-21,2000-12-01,Normal,98093038,Paquete pequeño,1,3.0,6.55,Cyber Monday,BlueRay,Alto Consumo,B2B,9.55
Perú,845554615,2013-08-04,2013-08-13,Normal,98074421,Paquete pequeño,3,1.0,3.99,Cyber Monday,BlueRay,Alto Consumo,B2C,4.99
Uruguay,140565407,2012-05-07,2012-05-27,Normal,98076643,Paquete pequeño,3,1.0,7.0,Sin descuento,BlueRay,Alto Consumo,B2C,8.0
Uruguay,162761785,2000-09-09,2000-09-30,Normal,98093306,Paquete pequeño,2,3.0,5.68,Sin descuento,BlueRay,Alto Consumo,B2C,8.68
Uruguay,233460961,2004-02-03,2004-02-24,Devolución,98088796,Paquete pequeño,3,3.0,6.86,Sin descuento,BlueRay,Alto Consumo,B2B,9.86
Uruguay,306217163,2012-01-28,2012-02-08,Normal,98077096,Paquete pequeño,3,1.0,6.55,Sin descuento,BlueRay,Alto Consumo,B2B,7.55
Uruguay,331154749,2003-10-27,2003-11-08,Normal,98089163,Paquete pequeño,1,2.0,3.25,Liquidación,BlueRay,Alto Consumo,B2B,5.25
Uruguay,337782119,2015-05-10,2017-07-20,Normal,98070831,Paquete pequeño,3,1.0,3.89,Cyber Monday,BlueRay,Alto Consumo,B2C,4.890000000000001
Uruguay,347508755,2012-02-12,2012-02-27,Normal,98077027,Paquete pequeño,1,1.0,5.65,Sin descuento,BlueRay,Alto Consumo,B2B,6.65
Uruguay,360318072,2009-02-20,2009-03-04,Normal,98082032,Paquete pequeño,2,3.0,6.45,Cyber Monday,BlueRay,Alto Consumo,B2C,9.45
Uruguay,366718157,2012-05-05,2012-05-16,Normal,98076652,Paquete pequeño,2,2.0,3.99,Sin descuento,BlueRay,Alto Consumo,B2C,5.99
Uruguay,440340658,2010-11-14,2016-05-19,Normal,98079159,Paquete pequeño,2,3.0,5.99,Cyber Monday,BlueRay,Alto Consumo,B2B,8.99
Uruguay,535619292,2007-04-27,2007-05-11,Normal,98084480,Paquete pequeño,2,2.0,3.0,Black Friday,BlueRay,Alto Consumo,B2B,5.0
Uruguay,561944200,2008-04-12,2008-05-04,Normal,98083206,Paquete pequeño,1,2.0,6.61,Cyber Monday,BlueRay,Alto Consumo,B2C,8.61
Uruguay,579052388,2000-10-01,2000-10-12,Devolución,98093219,Paquete pequeño,1,2.0,4.99,Sin descuento,BlueRay,Alto Consumo,B2B,6.99
Uruguay,579052388,2012-12-27,2013-01-12,Normal,98075512,Paquete pequeño,2,3.0,6.61,Fecha especial,BlueRay,Alto Consumo,B2B,9.61
Uruguay,659361408,2009-06-26,2009-07-16,Normal,98081572,Paquete pequeño,3,1.0,5.58,Liquidación,BlueRay,Alto Consumo,B2B,6.58
Uruguay,741101105,2000-07-11,2000-07-23,Normal,98093521,Paquete pequeño,3,3.0,5.55,Sin descuento,BlueRay,Alto Consumo,B2B,8.55
Uruguay,767598372,2012-08-04,2012-08-20,Normal,98076219,Paquete pequeño,1,2.0,6.0,Sin descuento,BlueRay,Alto Consumo,B2B,8.0
Uruguay,782762817,2013-04-09,2016-12-25,Normal,98075003,Paquete pequeño,3,2.0,5.89,Sin descuento,BlueRay,Alto Consumo,B2B,7.89
Uruguay,794332386,2011-08-18,2011-09-03,Normal,98077850,Paquete pequeño,1,1.0,3.36,Sin descuento,BlueRay,Alto Consumo,B2C,4.359999999999999
Uruguay,794504735,2009-09-11,2009-09-26,Normal,98081218,Paquete pequeño,1,1.0,4.14,Sin descuento,BlueRay,Alto Consumo,B2B,5.14
Venezuela,139149235,2012-03-20,2016-10-03,Normal,98076861,Paquete pequeño,3,2.0,4.84,Liquidación,BlueRay,Alto Consumo,B2C,6.84
Venezuela,140565407,2000-06-20,2000-07-05,Normal,98093597,Paquete pequeño,1,2.0,5.0,Sin descuento,BlueRay,Alto Consumo,B2C,7.0
Venezuela,254237998,2013-05-01,2013-05-12,Normal,98074883,Paquete pequeño,1,3.0,5.2,Cyber Monday,BlueRay,Alto Consumo,B2C,8.2
Venezuela,272581503,2002-10-24,2002-11-13,Normal,98090485,Paquete pequeño,1,3.0,5.36,Fecha especial,BlueRay,Alto Consumo,B2B,8.36
Venezuela,353597252,2004-03-07,2004-03-22,Devolución,98088660,Paquete pequeño,1,1.0,6.99,Cyber Monday,BlueRay,Alto Consumo,B2C,7.99
Venezuela,414997525,2008-05-21,2008-05-31,Normal,98083070,Paquete pequeño,3,1.0,4.12,Sin descuento,BlueRay,Alto Consumo,B2B,5.12
Venezuela,471492301,2012-09-22,2012-10-05,Normal,98075987,Paquete pequeño,2,3.0,3.33,Sin descuento,BlueRay,Alto Consumo,B2C,6.33
Venezuela,491474500,2003-04-08,2003-04-28,Normal,98089912,Paquete pequeño,2,2.0,6.0,Sin descuento,BlueRay,Alto Consumo,B2B,8.0
Venezuela,512817841,2006-02-17,2006-03-07,Normal,98086099,Paquete pequeño,1,3.0,5.45,Sin descuento,BlueRay,Alto Consumo,B2C,8.45
Venezuela,512817841,2006-03-07,2006-03-22,Normal,98086051,Paquete pequeño,3,2.0,3.73,Sin descuento,BlueRay,Alto Consumo,B2C,5.73
Venezuela,514251801,2005-10-23,2005-11-08,Normal,98086537,Paquete pequeño,3,3.0,3.75,Sin descuento,BlueRay,Alto Consumo,B2C,6.75
Venezuela,543794562,2010-09-11,2010-10-01,Normal,98079451,Paquete pequeño,1,3.0,5.12,Sin descuento,BlueRay,Alto Consumo,B2B,8.120000000000001
Venezuela,705211779,2001-08-06,2001-08-17,Normal,98092131,Paquete pequeño,3,3.0,6.99,Fecha especial,BlueRay,Alto Consumo,B2C,9.99
Venezuela,705211779,2002-10-30,2002-11-19,Devolución,98090472,Paquete pequeño,2,2.0,6.58,Sin descuento,BlueRay,Alto Consumo,B2C,8.58
Venezuela,756679382,2001-09-25,2001-10-08,Normal,98091962,Paquete pequeño,2,1.0,4.25,Liquidación,BlueRay,Alto Consumo,B2C,5.25
Venezuela,819761666,2012-10-11,2012-10-21,Normal,98075881,Paquete pequeño,3,1.0,4.61,Sin descuento,BlueRay,Alto Consumo,B2B,5.61
Venezuela,870227408,2006-09-02,2006-09-14,Devolución,98085378,Paquete pequeño,2,1.0,3.36,Sin descuento,BlueRay,Alto Consumo,B2C,4.359999999999999
Venezuela,898039697,2006-07-28,2006-08-20,Normal,98085528,Paquete pequeño,1,1.0,3.14,Sin descuento,BlueRay,Alto Consumo,B2B,4.140000000000001
Argentina,131591686,2008-02-05,2008-02-25,Normal,98083477,Paquete pequeño,2,1.0,5.61,Liquidación,BlueRay,Bajo consumo,B2C,6.61
Argentina,145148150,2015-04-06,2015-04-26,Normal,98071057,Paquete pequeño,3,3.0,6.61,Sin descuento,BlueRay,Bajo consumo,B2C,9.61
Argentina,172950136,2003-06-11,2003-06-19,Devolución,98089681,Paquete pequeño,1,2.0,3.36,Liquidación,BlueRay,Bajo consumo,B2C,5.359999999999999
Argentina,193322802,2010-08-03,2010-08-16,Normal,98079644,Paquete pequeño,3,3.0,4.0,Sin descuento,BlueRay,Bajo consumo,B2C,7.0
Argentina,225237308,2009-04-29,2009-05-14,Normal,98081763,Paquete pequeño,1,1.0,3.25,Sin descuento,BlueRay,Bajo consumo,B2C,4.25
Argentina,233460961,2003-07-03,2003-07-25,Normal,98089586,Paquete pequeño,2,2.0,3.0,Cyber Monday,BlueRay,Bajo consumo,B2B,5.0
Argentina,240748730,2007-01-24,2007-02-11,Devolución,98084820,Paquete pequeño,3,1.0,6.9,Black Friday,BlueRay,Bajo consumo,B2B,7.9
Argentina,288269706,2003-04-27,2003-05-11,Normal,98089842,Paquete pequeño,2,1.0,5.73,Cyber Monday,BlueRay,Bajo consumo,B2B,6.73
Argentina,305002580,2005-08-21,2005-09-06,Devolución,98086763,Paquete pequeño,1,1.0,3.45,Sin descuento,BlueRay,Bajo consumo,B2C,4.45
Argentina,314072367,2014-06-01,2014-06-10,Normal,98072899,Paquete pequeño,2,3.0,6.1,Fecha especial,BlueRay,Bajo consumo,B2C,9.1
Argentina,340379512,2012-09-08,2012-09-28,Normal,98076046,Paquete pequeño,2,1.0,7.0,Sin descuento,BlueRay,Bajo consumo,B2C,8.0
Argentina,361586823,2006-04-05,2006-04-24,Normal,98085941,Paquete pequeño,3,3.0,5.58,Sin descuento,BlueRay,Bajo consumo,B2C,8.58
Argentina,361586823,2009-05-26,2009-06-07,Normal,98081679,Paquete pequeño,3,2.0,4.61,Sin descuento,BlueRay,Bajo consumo,B2C,6.61
Argentina,376809712,2015-01-14,2015-01-28,Normal,98071601,Paquete pequeño,1,1.0,3.99,Black Friday,BlueRay,Bajo consumo,B2B,4.99
Argentina,398947841,2000-04-10,2000-04-26,Normal,98093851,Paquete pequeño,1,2.0,5.33,Sin descuento,BlueRay,Bajo consumo,B2B,7.33
Argentina,398947841,2011-02-24,2011-03-13,Normal,98078691,Paquete pequeño,1,3.0,5.12,Sin descuento,BlueRay,Bajo consumo,B2B,8.120000000000001
Argentina,411774575,2008-05-27,2008-06-13,Normal,98083045,Paquete pequeño,1,3.0,3.58,Sin descuento,BlueRay,Bajo consumo,B2B,6.58
Argentina,436608095,2000-01-12,2000-01-24,Normal,98094157,Paquete pequeño,3,2.0,4.68,Sin descuento,BlueRay,Bajo consumo,B2B,6.68
Argentina,448449579,2012-04-28,2012-05-15,Normal,98076684,Paquete pequeño,3,2.0,3.14,Sin descuento,BlueRay,Bajo consumo,B2C,5.140000000000001
Argentina,499023098,2004-10-21,2004-11-10,Normal,98087861,Paquete pequeño,1,2.0,4.0,Sin descuento,BlueRay,Bajo consumo,B2C,6.0
Argentina,514668821,2014-04-03,2014-04-21,Normal,98073215,Paquete pequeño,2,1.0,4.99,Fecha especial,BlueRay,Bajo consumo,B2C,5.99
Argentina,523605849,2001-04-27,2001-05-10,Normal,98092475,Paquete pequeño,2,2.0,3.45,Cyber Monday,BlueRay,Bajo consumo,B2C,5.45
Argentina,523605849,2010-06-07,2010-06-23,Normal,98079904,Paquete pequeño,1,2.0,3.86,Sin descuento,BlueRay,Bajo consumo,B2C,5.859999999999999
Argentina,680594379,2014-12-25,2015-01-13,Normal,98071738,Paquete pequeño,3,3.0,6.88,Sin descuento,BlueRay,Bajo consumo,B2C,9.88
Argentina,685203305,2008-05-30,2008-06-21,Normal,98083043,Paquete pequeño,1,1.0,3.89,Sin descuento,BlueRay,Bajo consumo,B2B,4.890000000000001
Argentina,700754953,2011-05-16,2011-05-27,Devolución,98078298,Paquete pequeño,3,2.0,5.2,Cyber Monday,BlueRay,Bajo consumo,B2C,7.2
Argentina,705211779,2009-04-01,2009-04-10,Normal,98081887,Paquete pequeño,3,2.0,4.58,Sin descuento,BlueRay,Bajo consumo,B2C,6.58
